path,category,risk_level,recommended_action,commit_candidate,ignore_candidate,move_candidate,evidence,notes
.claude/worktrees/crazy-gagarin/01_Estrategia/FG_Checkpoint_2026-04-01.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/01_Estrategia/FG_Checkpoint_AUTO_2026-04-01_1044.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/01_Estrategia/FG_Checkpoint_AUTO_2026-04-01_1123.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/01_Estrategia/FG_Checkpoint_AUTO_2026-04-01_1456.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/01_Estrategia/FG_Checkpoint_AUTO_2026-04-01_1500.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/01_Estrategia/FG_Checkpoint_AUTO_2026-04-01_1501.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/01_Estrategia/FG_Checkpoint_AUTO_2026-04-01_1940.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/01_Estrategia/FG_Checkpoint_AUTO_2026-04-02_1438.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/01_Estrategia/FG_Checkpoint_AUTO_2026-04-02_2117.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/01_Estrategia/FG_Checkpoint_AUTO_2026-04-04_0814.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/01_Estrategia/FG_Checkpoint_AUTO_2026-04-04_2117.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/01_Estrategia/FG_Checkpoint_Proyecto.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/01_Estrategia/FG_Diagnostico_Brechas.html,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/01_Estrategia/FG_Diagnostico_Brechas.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/01_Estrategia/FG_Prompt_Gemini_Rediseno.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/01_Estrategia/FG_Prompt_Gemini_Video_Producer.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/01_Estrategia/FG_Prompt_Onboarding_Agente.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/02_Brand_System/FG_Archivo_Maestro_Visual_Canva.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/02_Brand_System/FG_BrandKit_Config_Canva.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/02_Brand_System/FG_Brand_Kit_Operativo.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/02_Brand_System/FG_Figma_Master_Architecture.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/02_Brand_System/FG_Figma_Pending_Phases.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/02_Brand_System/INSTAGRAM_Asset_Specs.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/02_Brand_System/LINKEDIN_Asset_Specs.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/02_Brand_System/TIKTOK_Asset_Specs.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/02_Brand_System/X_Asset_Specs.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/02_Brand_System/canva_brand_kit_values.json,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/02_Brand_System/channel_assets_specs.json,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/03_Editorial/EP_002_Brief.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/03_Editorial/P1_001_Brief.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/03_Editorial/P1_001_Instagram_Caption.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/03_Editorial/P1_001_Research.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/03_Editorial/P1_001_Script.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/03_Editorial/P1_002_Brief.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/03_Editorial/P1_003_Brief.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/03_Editorial/P1_004_Brief.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/04_Produccion/EP_001_PublishReady.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/04_Produccion/EP_002_PublishReady.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/04_Produccion/FG_Flujo_Produccion_Podcast.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/04_Produccion/FG_Flujo_Produccion_Video.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/04_Produccion/INSTAGRAM_Test_Protocol.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/04_Produccion/LINKEDIN_Test_Protocol.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/04_Produccion/P1_001_Design_Handoff.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/04_Produccion/P1_001_Produccion_Log.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/04_Produccion/P1_001_PublishReady.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/04_Produccion/P1_001_QA.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/04_Produccion/P1_001_QA_FINAL.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/04_Produccion/P1_002_Video_Package_TongaCable.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/04_Produccion/P1_003_QA.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/04_Produccion/P1_004_QA.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/04_Produccion/P3_001_Video_Package_Chokepoints.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/04_Produccion/TIKTOK_Design_Guide_Profile_Cover.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/04_Produccion/TIKTOK_Test_Protocol.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/04_Produccion/X_Test_Protocol.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/04_Produccion/YOUTUBE_Test_Protocol.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/04_Produccion/linkedin_assets/README.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/04_Produccion/linkedin_assets/bio_linkedin.txt,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/04_Produccion/linkedin_assets/fg_linkedin_banner_1584x396.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/04_Produccion/linkedin_assets/fg_linkedin_banner_1584x396.svg,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/04_Produccion/linkedin_assets/fg_linkedin_profile_400x400.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/04_Produccion/linkedin_assets/fg_linkedin_profile_400x400.svg,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/04_Produccion/pipeline_tracker.json,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/FG_BB_Template_Post_XBase_v1.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/FG_BB_Template_Thread_XBase_v1.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/FG_BP_Template_Post_XBase_v1.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/FG_BP_Template_Thread_XBase_v1.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/FG_FG_Template_Post_XBase_v1.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/FG_FG_Template_Thread_XBase_v1.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/FG_GD_Template_Post_XBase_v1.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/FG_GD_Template_Thread_XBase_v1.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/FG_GN_Template_ThreadClose_X_v1.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/FG_IG_Avatar_Profile_v2.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/FG_IG_Highlight_About_v2.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/FG_IG_Highlight_Borders_v2.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/FG_IG_Highlight_Maps_v2.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/FG_IG_Highlight_News_v2.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/FG_IG_Highlight_Policy_v2.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/FG_IG_Highlight_Series_v2.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/FG_IG_Profile_Refresh_ContactSheet_v1.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/FG_MK_Avatar_X-Profile_v1.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/FG_MK_BNR_X-Header_v1.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/FG_Podcast_Cover_1400_preview_v1.jpg,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/FG_Podcast_Cover_3000x3000_v1.jpg,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/FG_Podcast_Cover_3000x3000_v1.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/MAYA_HOST_Avatar_Master_1080_v1.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/MAYA_HOST_Avatar_Profile_200_v1.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/MAYA_HOST_Avatar_Profile_400_v1.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/MAYA_HOST_KeyVisual_FullBody_1080x1920_v1.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/P1_001/EXPORT_MANIFEST_P1_001.json,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/P1_001/FG_P1_001_IG_Cover_v1_20260404_0.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/P1_001/FG_P1_001_TK_Cover_v1_20260404_0.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/P1_001/P1_001_IG_1080x1350.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/P1_001/P1_001_TK_1080x1920.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/README_Assets_Index.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/base/assets/fg_banner_team.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/base/assets/fg_corchetes.svg,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/base/assets/fg_isotipo.svg,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/base/assets/fg_isotipo_1024.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/base/assets/fg_isotipo_512.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/base/assets/fg_nodo.svg,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/base/assets/fg_podcast_cover_3000x3000.jpg,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/base/assets/fg_podcast_cover_3000x3000.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/base/assets/fg_podcast_cover_3000x3000.svg,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/base/assets/fg_tiktok_cover_1080x1920.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/base/assets/fg_tiktok_cover_1080x1920_guides.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/base/assets/fg_tiktok_profile_200x200.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/base/assets/fg_wordmark_dark.svg,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/base/assets/fg_wordmark_light.svg,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/fg_youtube_watermark_150.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/production/P1_001/EP001_manifest.json,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/production/P1_001/review/CHECKLIST_QA_FINAL_THUMB.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/production/P1_001/review/ESPECIFICACION_FINAL_THUMB_EP001.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/v1_Banners_Avatares/FG_Avatar_400_v1.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/v1_Banners_Avatares/FG_Avatar_Master_v1.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/v1_Banners_Avatares/FG_Avatar_Master_v2.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/v1_Banners_Avatares/FG_Avatar_Test_98_v1.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/v1_Banners_Avatares/FG_Banner_YouTube_SafeArea_Guide_v1.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/v1_Banners_Avatares/FG_Banner_YouTube_v1.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/v1_Banners_Avatares/FG_Banner_YouTube_v2.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/v1_Banners_Avatares/FG_Banner_YouTube_v2_raw.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/v1_Banners_Avatares/FG_Banner_YouTube_v3.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/v1_Banners_Avatares/FG_Banner_YouTube_v3_raw.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/v1_Banners_Avatares/README_Activos_v1.md,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/v1_Banners_Avatares/gemini_banner_result.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/v1_Banners_Avatares/gemini_banner_verify.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/v1_Banners_Avatares/gemini_verify.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/v2_X_Reels/FG_Banner_X_Guide_v1.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/v2_X_Reels/FG_Banner_X_v1.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/v2_X_Reels/FG_Reels_Overlay_Full_BB_v1.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/v2_X_Reels/FG_Reels_Overlay_Full_BP_v1.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/v2_X_Reels/FG_Reels_Overlay_Full_FG_v1.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/v2_X_Reels/FG_Reels_Overlay_Full_v1.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/v2_X_Reels/FG_Reels_Overlay_Guide_v1.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/v2_X_Reels/FG_Reels_Overlay_Minimal_BB_v1.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/v2_X_Reels/FG_Reels_Overlay_Minimal_BP_v1.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
.claude/worktrees/crazy-gagarin/06_Assets/v2_X_Reels/FG_Reels_Overlay_Minimal_FG_v1.png,IDE/agent state,medium,ignore,no,yes,maybe,editor_or_agent_tree,Alto volumen bajo .claude
